no,name,tel,地址,type,remark,reservation,own_expense,division,notice,twd97x,twd97y,wgs84ax,wgs84ay
3.53E+09,穎欣診所,2606-9786,新北市林口區文化二路一段535號1樓,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察453分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287726.28,2774301.08,121.373979,25.076482
3.53E+09,親子耳鼻喉科診所,2601-6068#115,新北市林口區仁愛路2段115號1樓,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察454分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,288735.82,2774127.69,121.383982,25.074891
3.53E+09,麗林耳鼻喉科,2608-2795,新北市林口區忠孝路379號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察455分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287272,2773759.22,121.369461,25.071601
2.33E+09,金山區衛生所,2498-2778,新北市金山區民生路59號,衛生所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察456分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,314603.99,2790350.59,121.641163,25.22046
3.53E+09,東大診所,2498-3191,新北市金山區中山路231號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察457分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,314222.65,2790481.69,121.637385,25.22166
431270012,國立臺灣大學醫學院附設醫院金山分院,2498-9898#7615,新北市金山區玉爐路7號,地區醫院,如要接種，請先致電詢問疫苗庫存,電話、現場,否,內科、家醫、耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察458分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,313312.75,2790234.64,121.628344,25.219469
2.33E+09,泰山區衛生所,2909-9921,新北市泰山區全興路212號3樓,衛生所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察459分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293753.33,2772064.84,121.433653,25.05613
3531161595,王嘉興診所,8531-4123,新北市泰山區明志路一段271號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察460分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293598.12,2772501.5,121.432128,25.060077
3.53E+09,弘森診所,2909-0568,新北市泰山區明志路一段257號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,兒科、耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察461分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293606.33,2772526.11,121.432211,25.060299
3531161773,永安診所,8531-8184,新北市泰山區仁愛路112之2號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察462分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293751.52,2772003.68,121.433633,25.055578
3531161684,永旭診所,2297-9722,新北市泰山區仁愛路88號1樓,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察463分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293686.9,2771967.51,121.432991,25.055253
3531161559,佳欣診所,2904-8622,新北市泰山區明志路二段336號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察464分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,292980.58,2770897.61,121.425958,25.045614
3.53E+09,泰山新庚診所,2900-0298,新北市泰山區仁德路73號1樓,診所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察465分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293792.06,2772116.05,121.434038,25.056591
3.53E+09,泰安診所,2296-1869,新北市泰山區泰林路二段182號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察466分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293762.52,2772584.89,121.43376,25.060825
3.53E+09,泰和診所,8531-5320,新北市泰山區明志路二段62號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察467分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293287.46,2771682.2,121.429024,25.052689
