no,name,tel,地址,緯度,經度,type,remark,reservation,own_expense,division,notice,twd97x,twd97y,wgs84ax,wgs84ay,緯度,經度
3530000000.0,杏華診所,8985-5615,新北市三重區自強路五段4號,25.0804495,121.4921273,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察65分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299636.64,2774768.85,121.49206,25.08036,25.0804495,121.4921273
3530000000.0,京辰耳鼻喉科診所,2987-6226,新北市三重區五華街72號,25.0819208,121.4932963,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察66分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299760.07,2774942.3,121.49329,25.081922,25.0819208,121.4932963
3530000000.0,周宏法診所,2988-9962,新北市三重區正義北路309號,25.0711933,121.4943994,診所,如要接種，請先致電詢問疫苗庫存,現場,否,外科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察67分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299872.14,2773753.05,121.494358,25.071182,25.0711933,121.4943994
3530000000.0,明安耳鼻喉科診所,2986-2228,新北市三重區正義北路54號,25.0638312,121.4971934,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫、耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察68分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300168.37,2772945.32,121.497265,25.06388,25.0638312,121.4971934
3530000000.0,東和婦產科家醫科,2972-9627,新北市三重區三和路二段97號,25.0685508,121.4996221,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫兒科、婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察69分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300395.42,2773461.47,121.499534,25.068532,25.0685508,121.4996221
3530000000.0,林永權耳鼻喉科診所,2971-4526,新北市三重區三陽路32號,25.058637,121.4854933,診所,如要接種，請先致電詢問疫苗庫存,現場,否,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察70分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298968.45,2772364.41,121.485351,25.058675,25.058637,121.4854933
3530000000.0,采新婦幼診所,8985-3888#203,新北市三重區正義北路86號,25.0646341,121.4969737,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,是,婦兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察71分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300149.24,2773020.42,121.497078,25.064558,25.0646341,121.4969737
3530000000.0,金港齡小兒科診所,2980-2412,新北市三重區仁愛街302號,25.0794257,121.4921749,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察72分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299640.05,2774666.93,121.49209,25.07944,25.0794257,121.4921749
3530000000.0,保順聯合診所,2985-5630,新北市三重區正義北路5號,25.0627047,121.4978831,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫內外、皮膚科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察73分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300232.3,2772802.76,121.497893,25.062591,25.0627047,121.4978831
3530000000.0,洋基耳鼻喉科,8981-0900,新北市三重區正義北路288號,25.0694637,121.495462,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察74分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299990.29,2773558.73,121.495522,25.069424,25.0694637,121.495462
3530000000.0,洪小兒科診所,2982-3852,新北市三重區三民街243號,25.0674474,121.479803,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察75分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298419.45,2773351.86,121.479944,25.067607,25.0674474,121.479803
3530000000.0,洪文武診所,2976-5731,新北市三重區集美街162號,25.0530964,121.4899512,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察76分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299438.27,2771744.01,121.489985,25.053058,25.0530964,121.4899512
3530000000.0,皇嘉耳鼻喉科診所,2.86E+07,新北市三重區五華街247號1樓,25.0862529,121.4891709,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察77分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299341.29,2775417.76,121.489156,25.086228,25.0862529,121.4891709
3530000000.0,重仁診所,2995-8283,新北市三重區重新路五段592號,25.0453322,121.4693633,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,內科家醫,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察78分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,297365.43,2770887.38,121.469412,25.045391,25.0453322,121.4693633
